MCID,CID,Campaign Name,AID,MAID,Advertiser Name,BID,Business,Budget,Start Date,Last 7 Days,Last 30 Days,Service Principal Name,Service Principal Manager,Channel,,,,,,,,,,,
464-424-4543,0445132,"LSA | Castaneda, Brown and Taylor | Synthetic",446372,104551,"Castaneda, Brown and Taylor",9588,"Castaneda, Brown and Taylor INC","44,274.72",04-05-2026,"7,392.66","4,740.03",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
323-441-3217,3147158,"LSA | Miller, Blackburn and Taylor | Synthetic",893795,117515,"Miller, Blackburn and Taylor",9980,"Miller, Blackburn and Taylor INC","31,265.59",07-05-2026,0.00,"71,017.16",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
627-190-6773,8095112,"LSA | Payne, Raymond and Davis | Synthetic",921951,702707,"Payne, Raymond and Davis",9142,"Payne, Raymond and Davis INC","42,310.85",06-05-2026,"10,174.99","58,602.67",Drive Enterprise Solutions,Molly Johns,DirectLocal,,,,,,,,,,,
913-942-0060,1026794,LSA | Moon Group | Synthetic,984541,723790,Moon Group,0746,Moon Group INC,"18,367.85",18-08-2025,0.00,0.00,Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
046-282-4220,5606438,"LSA | Brown, Williams and Mcdowell | Synthetic",688493,754559,"Brown, Williams and Mcdowell",3698,"Brown, Williams and Mcdowell INC","38,646.98",23-04-2026,"2,757.89","31,148.12",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
261-878-5592,8191064,LSA | Koch-Clark | Synthetic,669273,565037,Koch-Clark,8295,Koch-Clark INC,"54,916.32",15-04-2026,"9,773.74",825.82,Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
198-179-5189,5998522,LSA | Powell Inc | Synthetic,867991,170930,Powell Inc,7501,Powell Inc INC,"6,562.18",11-03-2026,"9,007.59","6,352.83",Engineer Granular Models,Timothy Rogers,DummyG,,,,,,,,,,,
228-729-8701,4337768,LSA | Pace-Massey | Synthetic,621651,479372,Pace-Massey,6385,Pace-Massey INC,"22,544.19",05-01-2026,726.29,"28,474.35",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
840-598-0541,5362134,LSA | Pace-Massey | Synthetic,621651,479372,Pace-Massey,6385,Pace-Massey INC,"26,881.46",31-03-2026,"8,331.81","63,277.89",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
643-252-1342,8792970,LSA | Jones-Ford | Synthetic,098047,565447,Jones-Ford,4798,Jones-Ford INC,"42,584.22",31-01-2026,"13,071.43","37,780.18",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
472-992-4896,3793125,LSA | Thompson PLC | Synthetic,498186,715987,Thompson PLC,9980,Thompson PLC INC,"36,868.82",01-05-2026,"2,282.99","65,050.22",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
567-644-6359,5270660,"LSA | Herman, Young and Bell | Synthetic",209400,764159,"Herman, Young and Bell",4744,"Herman, Young and Bell INC","43,334.22",05-05-2026,"13,278.41","58,458.17",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
542-140-2868,3907957,"LSA | Baker, Martinez and Palmer | Synthetic",055291,020265,"Baker, Martinez and Palmer",4744,"Baker, Martinez and Palmer INC","34,160.82",28-04-2026,"8,429.32","49,926.12",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
414-567-0142,9520563,"LSA | Parsons, Hess and White | Synthetic",066692,586198,"Parsons, Hess and White",4744,"Parsons, Hess and White INC","43,113.55",02-05-2026,"4,265.70","56,809.97",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
142-805-0107,6783144,LSA | Harvey Group | Synthetic,607079,737839,Harvey Group,7819,Harvey Group INC,"1,263.21",25-04-2026,"1,883.97","33,505.04",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
219-090-4833,0486887,"LSA | Butler, Smith and Evans | Synthetic",829645,817102,"Butler, Smith and Evans",8160,"Butler, Smith and Evans INC","34,297.60",22-04-2026,"7,793.83","31,756.95",Redefine Ubiquitous Portals,Robert Diaz,DirectLocal,,,,,,,,,,,
565-543-2494,2323809,LSA | Jones LLC | Synthetic,840006,895627,Jones LLC,5691,Jones LLC INC,"36,273.37",01-05-2026,"3,431.66","2,862.02",Extend Back-End Action-Items,Angela Cole,DirectLocal,,,,,,,,,,,
779-467-3220,3900859,LSA | Schultz Ltd | Synthetic,220192,329015,Schultz Ltd,6938,Schultz Ltd INC,"59,125.87",15-04-2026,"3,748.31","63,706.09",Empower Impactful Infrastructures,Robert Diaz,DirectLocal,,,,,,,,,,,
585-622-8416,3039152,LSA | Schultz Ltd | Synthetic,220192,329015,Schultz Ltd,6938,Schultz Ltd INC,"25,694.14",02-05-2026,"3,063.12","62,196.99",Empower Impactful Infrastructures,Robert Diaz,DirectLocal,,,,,,,,,,,
049-600-6479,5819928,LSA | Simpson-Mathis | Synthetic,328146,212052,Simpson-Mathis,1192,Simpson-Mathis INC,"37,781.64",23-04-2026,"8,465.09","67,475.70",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
294-627-6163,5410200,LSA | Manning-Larson | Synthetic,835581,803040,Manning-Larson,0746,Manning-Larson INC,"23,080.04",14-01-2026,0.00,"15,699.15",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
657-972-3658,3119333,LSA | West and Sons | Synthetic,630901,800623,West and Sons,7819,West and Sons INC,"41,999.35",09-12-2025,0.00,0.00,Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
654-603-2735,3732102,LSA | Harris LLC | Synthetic,715580,720180,Harris LLC,4744,Harris LLC INC,"3,962.09",18-04-2026,"10,451.61","1,173.85",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
462-383-4774,0030720,LSA | Baker-Lee | Synthetic,850957,703854,Baker-Lee,8295,Baker-Lee INC,"26,367.33",20-03-2026,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
522-800-2838,8512669,LSA | Williams-Delacruz | Synthetic,394996,022974,Williams-Delacruz,9980,Williams-Delacruz INC,"32,040.18",10-04-2026,"12,783.95","67,787.00",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
587-791-0773,0521471,LSA | Walker Ltd | Synthetic,313200,721358,Walker Ltd,7636,Walker Ltd INC,"53,349.92",02-05-2026,"10,288.85","57,822.97",Envisioneer Bricks-And-Clicks Niches,Robert Diaz,DirectLocal,,,,,,,,,,,
915-377-8834,1442570,"LSA | Clark, Smith and White | Synthetic",468311,773411,"Clark, Smith and White",8295,"Clark, Smith and White INC","16,030.13",04-05-2026,"7,371.95","6,002.25",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
187-757-4875,8962440,LSA | Johnson-Goodman | Synthetic,585213,842984,Johnson-Goodman,8295,Johnson-Goodman INC,"44,576.48",13-04-2026,0.00,"31,568.72",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
933-536-8370,1193015,LSA | Lopez-Morgan | Synthetic,886868,196110,Lopez-Morgan,9980,Lopez-Morgan INC,"18,298.42",05-05-2026,"7,498.74","63,804.56",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
930-412-9347,9544947,"LSA | Kelly, Charles and Randolph | Synthetic",053171,114845,"Kelly, Charles and Randolph",9980,"Kelly, Charles and Randolph INC","24,557.12",07-05-2026,"9,298.93","34,331.79",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
635-254-7647,2876004,LSA | Fleming and Sons | Synthetic,632190,817568,Fleming and Sons,3698,Fleming and Sons INC,"34,680.22",17-02-2026,0.00,0.00,Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
979-974-7944,3296048,LSA | Peterson-Johnson | Synthetic,146172,800928,Peterson-Johnson,9932,Peterson-Johnson INC,"41,654.71",29-04-2026,0.97,"6,400.85",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
929-937-4088,6852760,LSA | Peterson-Johnson | Synthetic,146172,800928,Peterson-Johnson,9932,Peterson-Johnson INC,"37,976.90",17-04-2026,"4,836.08","20,364.25",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
071-422-3945,7559014,"LSA | Lyons, Beltran and Johnson | Synthetic",812799,795796,"Lyons, Beltran and Johnson",8210,"Lyons, Beltran and Johnson INC","9,346.62",11-04-2026,"3,756.39","46,216.74",Drive Enterprise Solutions,Molly Johns,DirectLocal,,,,,,,,,,,
567-610-9575,8452038,LSA | Odom Ltd | Synthetic,054911,916447,Odom Ltd,1192,Odom Ltd INC,"40,947.10",16-04-2026,38.05,"17,078.25",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
352-875-3942,7380801,"LSA | Wolf, Dean and Sims | Synthetic",786242,411672,"Wolf, Dean and Sims",1192,"Wolf, Dean and Sims INC","27,822.72",01-05-2026,"7,306.14","32,777.34",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
448-329-1144,3290726,LSA | Wilkerson LLC | Synthetic,087157,697617,Wilkerson LLC,6249,Wilkerson LLC INC,"25,121.08",16-01-2026,0.00,0.00,Embrace Cross-Platform Eyeballs,Stephen Vargas,DirectLocal,,,,,,,,,,,
686-976-1471,2032601,LSA | Stewart Ltd | Synthetic,983765,473262,Stewart Ltd,6846,Stewart Ltd INC,"4,207.23",11-11-2025,0.00,0.00,Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
414-668-0859,4942732,"LSA | Mendoza, Rodgers and Hunter | Synthetic",002307,571387,"Mendoza, Rodgers and Hunter",6275,"Mendoza, Rodgers and Hunter INC","31,700.59",10-12-2025,0.00,0.00,Maximize User-Centric Solutions,Anthony Duran,National,,,,,,,,,,,
091-205-1198,6872937,LSA | Spence-Harris | Synthetic,202103,093295,Spence-Harris,1192,Spence-Harris INC,"9,743.17",07-05-2026,"5,832.55","43,362.38",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
266-327-9263,1068967,LSA | Ayala-Medina | Synthetic,364069,647118,Ayala-Medina,7819,Ayala-Medina INC,"18,199.48",15-04-2026,929.85,"15,888.18",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
417-241-4001,0285761,"LSA | Gaines, Wiggins and Williams | Synthetic",285764,657786,"Gaines, Wiggins and Williams",3698,"Gaines, Wiggins and Williams INC","49,354.19",01-05-2026,"13,424.45","71,297.34",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
247-544-9497,0906143,LSA | Paul and Sons | Synthetic,148614,014464,Paul and Sons,6130,Paul and Sons INC,"25,063.04",28-03-2026,"11,664.10","37,706.74",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
560-490-7198,2823185,LSA | Phillips Inc | Synthetic,748953,298774,Phillips Inc,1479,Phillips Inc INC,"54,263.80",10-03-2026,0.00,"56,751.65",Redefine Ubiquitous Portals,Robert Diaz,DirectLocal,,,,,,,,,,,
804-596-2221,7333371,LSA | Owens-Young | Synthetic,656034,988415,Owens-Young,9365,Owens-Young INC,"31,120.80",07-05-2026,"12,277.32","14,156.99",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
902-111-3109,7750500,LSA | Francis-Graham | Synthetic,653797,461013,Francis-Graham,6249,Francis-Graham INC,"35,858.07",23-04-2026,0.00,0.00,Embrace Cross-Platform Eyeballs,Stephen Vargas,DirectLocal,,,,,,,,,,,
121-369-8981,1760616,LSA | Reyes Inc | Synthetic,671208,658797,Reyes Inc,0746,Reyes Inc INC,"8,985.55",09-01-2026,0.00,0.00,Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
547-376-0573,9404888,LSA | Graham-Hernandez | Synthetic,582068,766771,Graham-Hernandez,4744,Graham-Hernandez INC,"52,869.24",20-03-2026,0.00,"13,864.62",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
313-834-8924,7444697,LSA | Cardenas-Boyle | Synthetic,902412,312997,Cardenas-Boyle,7819,Cardenas-Boyle INC,"59,955.34",16-04-2026,"5,065.77","24,605.37",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
454-613-7284,9653564,LSA | Baird and Sons | Synthetic,617541,771986,Baird and Sons,9365,Baird and Sons INC,"32,164.68",03-05-2026,"6,539.27","43,484.77",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
428-350-1930,6111806,LSA | Cline-Johnston | Synthetic,579502,055451,Cline-Johnston,6130,Cline-Johnston INC,"38,842.28",04-03-2026,"11,895.25","49,763.92",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
374-033-9251,3903808,LSA | Garcia-Perez | Synthetic,218455,363210,Garcia-Perez,7819,Garcia-Perez INC,"36,163.51",10-03-2026,0.00,"6,943.68",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
889-218-5165,5139872,LSA | Rivera-Castro | Synthetic,946972,992013,Rivera-Castro,7819,Rivera-Castro INC,"33,536.09",10-03-2026,"3,443.90","24,813.82",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
546-060-6333,0279257,LSA | Peck-Clark | Synthetic,315792,760531,Peck-Clark,7752,Peck-Clark INC,"13,455.75",09-01-2026,"7,035.88","13,306.30",Maximize Transparent Metrics,Aaron Wilkinson,DummyG,,,,,,,,,,,
008-469-1215,5756137,LSA | Mason Inc | Synthetic,644274,214185,Mason Inc,2539,Mason Inc INC,"42,165.71",10-04-2026,0.00,"14,678.06",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
830-949-6027,1180944,LSA | Hicks PLC | Synthetic,128074,573946,Hicks PLC,2539,Hicks PLC INC,"48,232.27",02-05-2026,"3,991.57","48,412.10",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
885-952-1746,8862388,LSA | Cole-Wells | Synthetic,153958,263606,Cole-Wells,9588,Cole-Wells INC,"28,638.48",11-03-2026,0.00,0.00,Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
227-689-9426,9351318,LSA | Mccarthy Ltd | Synthetic,405652,511119,Mccarthy Ltd,0348,Mccarthy Ltd INC,"6,854.19",11-03-2026,0.00,0.00,Benchmark User-Centric Info-Mediaries,Joseph Davis,DirectLocal,,,,,,,,,,,
004-314-2524,5749460,"LSA | Walker, Mata and Yates | Synthetic",855297,535038,"Walker, Mata and Yates",1192,"Walker, Mata and Yates INC","5,711.52",08-02-2026,"11,402.48","70,150.63",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
501-862-5476,2726264,LSA | Howell Inc | Synthetic,266380,590437,Howell Inc,8295,Howell Inc INC,"10,605.75",23-04-2026,702.86,770.38,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
770-982-6753,5633097,LSA | Hunter-Miller | Synthetic,885782,663601,Hunter-Miller,8295,Hunter-Miller INC,"47,911.17",05-05-2026,"6,932.31","57,949.79",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
637-966-4297,8612462,LSA | Mosley-Nichols | Synthetic,298401,038263,Mosley-Nichols,3698,Mosley-Nichols INC,"34,647.75",04-05-2026,5.52,"43,332.52",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
208-281-9687,2187551,LSA | Brown-Andrews | Synthetic,661677,398709,Brown-Andrews,8295,Brown-Andrews INC,"21,342.39",02-05-2026,"8,913.93","49,697.94",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
693-958-0289,0727548,"LSA | Bennett, Parsons and Young | Synthetic",395149,475343,"Bennett, Parsons and Young",8295,"Bennett, Parsons and Young INC","23,086.58",06-05-2026,"12,672.42","2,247.56",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
666-735-7514,0865571,LSA | Tate LLC | Synthetic,791787,073542,Tate LLC,4744,Tate LLC INC,"22,901.49",07-05-2026,"1,582.94","12,036.46",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
015-901-4085,3184748,"LSA | Davis, Roberts and Torres | Synthetic",806354,965820,"Davis, Roberts and Torres",8295,"Davis, Roberts and Torres INC","9,342.54",07-04-2026,"9,605.10","36,685.35",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
122-311-6313,8590918,LSA | Valencia-Wilson | Synthetic,049473,669031,Valencia-Wilson,9365,Valencia-Wilson INC,"14,054.69",07-05-2026,"8,526.84","59,708.70",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
692-172-5277,8089710,LSA | Dillon PLC | Synthetic,641591,096047,Dillon PLC,5673,Dillon PLC INC,"35,766.76",29-01-2026,0.00,0.00,Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
602-982-8558,1164126,"LSA | Mitchell, Nelson and Thornton | Synthetic",745524,888746,"Mitchell, Nelson and Thornton",8295,"Mitchell, Nelson and Thornton INC","14,674.12",15-04-2026,"13,303.03","4,196.13",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
228-668-9007,0267807,LSA | Cox and Sons | Synthetic,990399,041658,Cox and Sons,8295,Cox and Sons INC,"23,620.72",02-05-2026,782.03,"47,349.42",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
786-716-0127,7681439,"LSA | Owens, Warren and Herrera | Synthetic",308844,854197,"Owens, Warren and Herrera",8295,"Owens, Warren and Herrera INC","25,766.24",06-05-2026,"13,190.79","35,507.61",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
968-191-3946,3828369,LSA | Jones Group | Synthetic,420980,751068,Jones Group,8295,Jones Group INC,"58,198.45",08-04-2026,"1,927.64","61,487.84",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
567-774-7304,1822632,LSA | Warren-Caldwell | Synthetic,978725,570816,Warren-Caldwell,8295,Warren-Caldwell INC,"20,650.20",16-04-2026,"11,191.93","54,253.12",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
518-942-6854,3419928,"LSA | Malone, Silva and Kirby | Synthetic",275783,825699,"Malone, Silva and Kirby",8295,"Malone, Silva and Kirby INC","1,908.16",05-05-2026,"7,622.20","31,762.83",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
947-539-1798,3394017,LSA | Thompson-White | Synthetic,488147,664457,Thompson-White,8295,Thompson-White INC,"7,007.42",16-04-2026,"5,257.33","66,435.28",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
854-463-3775,9714730,LSA | Smith Group | Synthetic,826686,470545,Smith Group,0746,Smith Group INC,"5,225.10",23-02-2026,0.00,"46,900.76",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
612-818-6303,1905542,LSA | Rosario-Moore | Synthetic,041050,891513,Rosario-Moore,8295,Rosario-Moore INC,"48,563.65",09-04-2026,0.00,"19,659.53",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
617-941-6753,1709905,"LSA | Rivera, Foster and Berger | Synthetic",276431,619863,"Rivera, Foster and Berger",8295,"Rivera, Foster and Berger INC","15,071.05",28-04-2026,"1,219.74","4,216.69",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
124-884-1497,9887546,LSA | Dunlap Inc | Synthetic,600083,340404,Dunlap Inc,8295,Dunlap Inc INC,"24,447.46",04-05-2026,"12,939.23","64,662.75",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
149-271-7564,0684346,LSA | Snyder-Welch | Synthetic,320878,051167,Snyder-Welch,8295,Snyder-Welch INC,"21,945.58",14-04-2026,"5,110.60","35,883.09",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
836-566-2567,5559613,"LSA | Hobbs, Pugh and Perry | Synthetic",771596,866420,"Hobbs, Pugh and Perry",8295,"Hobbs, Pugh and Perry INC","4,865.92",04-05-2026,"1,123.47","69,507.96",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
427-671-6988,5106433,LSA | Rhodes Inc | Synthetic,311861,944141,Rhodes Inc,9365,Rhodes Inc INC,"18,251.85",05-03-2026,0.00,0.00,Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
215-387-1542,8971327,"LSA | Hall, Hogan and Duncan | Synthetic",183214,178522,"Hall, Hogan and Duncan",8295,"Hall, Hogan and Duncan INC","22,222.34",06-05-2026,"11,286.98","15,835.99",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
367-950-9355,6002170,LSA | Thomas and Sons | Synthetic,867512,292378,Thomas and Sons,8295,Thomas and Sons INC,"18,665.62",30-04-2026,425.57,"5,547.19",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
837-079-1752,4321489,LSA | Scott Inc | Synthetic,229183,574074,Scott Inc,1192,Scott Inc INC,"50,217.84",10-03-2026,0.00,0.00,Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
667-119-5859,7239407,LSA | Bradley-Hernandez | Synthetic,772027,171667,Bradley-Hernandez,9980,Bradley-Hernandez INC,"29,646.17",05-05-2026,"9,904.40","23,028.27",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
382-897-9636,4677946,"LSA | Bauer, Yang and Kane | Synthetic",924322,623669,"Bauer, Yang and Kane",8295,"Bauer, Yang and Kane INC","56,105.70",05-05-2026,"2,213.03","62,462.92",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
181-969-3722,5861209,"LSA | Cox, Thornton and Stout | Synthetic",337135,631921,"Cox, Thornton and Stout",3676,"Cox, Thornton and Stout INC","31,316.92",19-03-2026,"3,593.15","61,714.11",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
518-032-4753,5801194,"LSA | Cox, Thornton and Stout | Synthetic",337135,631921,"Cox, Thornton and Stout",3676,"Cox, Thornton and Stout INC","4,655.22",19-03-2026,"1,745.66","47,116.41",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
726-951-8784,0103312,LSA | Powell-Smith | Synthetic,719573,389847,Powell-Smith,4744,Powell-Smith INC,"2,963.82",04-04-2026,"5,357.69","10,439.77",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
945-123-5729,9774860,"LSA | Jones, Diaz and King | Synthetic",831379,913774,"Jones, Diaz and King",9365,"Jones, Diaz and King INC","4,828.76",02-05-2026,"3,559.82","41,345.56",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
309-977-6908,7949459,LSA | Daniel-Johnson | Synthetic,672095,616676,Daniel-Johnson,6736,Daniel-Johnson INC,"21,549.22",23-04-2026,"9,266.60","36,669.70",Maximize Enterprise Convergence,Molly Johns,DirectLocal,,,,,,,,,,,
639-744-9124,1742808,"LSA | Foster, Schneider and Flores | Synthetic",197172,523222,"Foster, Schneider and Flores",7636,"Foster, Schneider and Flores INC","48,953.52",13-02-2026,"13,198.63","59,197.19",Envisioneer Bricks-And-Clicks Niches,Robert Diaz,DirectLocal,,,,,,,,,,,
782-222-8136,8187044,LSA | Jones-Andrews | Synthetic,617147,050906,Jones-Andrews,9980,Jones-Andrews INC,"19,819.92",11-03-2026,0.00,0.00,Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
411-146-7876,9286360,LSA | Rangel Inc | Synthetic,556188,459739,Rangel Inc,8295,Rangel Inc INC,"33,478.05",04-04-2026,"7,612.03","56,996.97",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
277-150-0458,4795214,LSA | Moreno LLC | Synthetic,582917,247298,Moreno LLC,9588,Moreno LLC INC,"44,849.20",20-03-2026,"3,561.59","2,547.36",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
848-352-4756,8872616,LSA | Gould-Williams | Synthetic,221515,316838,Gould-Williams,4355,Gould-Williams INC,"51,896.58",13-02-2026,0.00,0.00,Implement 24/7 Vortals,Peggy Patrick,GateHouse,,,,,,,,,,,
579-779-0441,4186686,LSA | Deleon-Barker | Synthetic,928598,802736,Deleon-Barker,8295,Deleon-Barker INC,"17,736.56",25-04-2026,"6,144.06","22,421.50",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
763-269-2756,8925395,LSA | Wolf-Collins | Synthetic,269088,487966,Wolf-Collins,8295,Wolf-Collins INC,"27,991.73",10-03-2026,"7,874.08","55,308.88",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
446-424-7814,6664903,LSA | Cunningham and Sons | Synthetic,446023,275418,Cunningham and Sons,3375,Cunningham and Sons INC,"18,958.42",24-04-2026,"8,878.32","34,376.15",Whiteboard Value-Added Models,Alejandro Davis,DirectLocal,,,,,,,,,,,
600-288-8678,5974733,LSA | Mckenzie-Boyd | Synthetic,430691,186058,Mckenzie-Boyd,3375,Mckenzie-Boyd INC,"40,993.17",05-05-2026,"2,416.87","25,056.42",Whiteboard Value-Added Models,Alejandro Davis,DirectLocal,,,,,,,,,,,
293-863-4689,7401599,LSA | Mckenzie-Boyd | Synthetic,430691,186058,Mckenzie-Boyd,3375,Mckenzie-Boyd INC,"20,724.75",05-05-2026,"5,533.49","70,772.97",Whiteboard Value-Added Models,Alejandro Davis,DirectLocal,,,,,,,,,,,
644-069-0691,7183154,LSA | Mckenzie-Boyd | Synthetic,430691,186058,Mckenzie-Boyd,3375,Mckenzie-Boyd INC,"18,898.36",05-05-2026,278.83,"13,303.07",Whiteboard Value-Added Models,Alejandro Davis,DirectLocal,,,,,,,,,,,
872-470-6673,8243068,LSA | Mason-Burke | Synthetic,707045,846289,Mason-Burke,7819,Mason-Burke INC,"24,413.98",09-03-2026,0.00,0.00,Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
911-887-9287,0284146,LSA | Hernandez Group | Synthetic,225854,113292,Hernandez Group,1753,Hernandez Group INC,"56,953.52",03-05-2026,"4,587.81","31,612.75",Extend Back-End Action-Items,Angela Cole,DirectLocal,,,,,,,,,,,
188-077-7134,6713737,LSA | Potter PLC | Synthetic,965739,218243,Potter PLC,8295,Potter PLC INC,"33,355.24",16-04-2026,0.00,0.00,Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
240-523-5555,0591025,LSA | Green Ltd | Synthetic,106131,465182,Green Ltd,2539,Green Ltd INC,"37,534.48",09-03-2026,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
998-873-7892,4279110,"LSA | Jones, Gonzalez and Perkins | Synthetic",198109,927617,"Jones, Gonzalez and Perkins",3698,"Jones, Gonzalez and Perkins INC","18,424.23",07-05-2026,"11,529.37","46,170.83",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
859-885-6575,1031068,LSA | Smith LLC | Synthetic,121964,477102,Smith LLC,3698,Smith LLC INC,"6,910.46",29-04-2026,"4,031.65","16,949.24",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
825-553-7516,7726344,"LSA | Miller, Robinson and Flores | Synthetic",349391,784017,"Miller, Robinson and Flores",3698,"Miller, Robinson and Flores INC","19,076.60",08-05-2026,637.27,"70,681.57",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
212-775-1131,2479503,"LSA | Torres, Lee and Rogers | Synthetic",122725,079247,"Torres, Lee and Rogers",4744,"Torres, Lee and Rogers INC","2,518.75",28-04-2026,"12,325.67","18,948.62",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
